identifier,major_group,group,sub_group,membran_prediction,seq_start,number_cysteines,data_source,species
B2BRR0,Long-chain,Long-chain,,Secreted,MKT,10,TR,Austrelaps_labialis
B2BRR1,Long-chain,Long-chain,,Secreted,MKT,10,TR,Austrelaps_labialis
B2BRR3,Long-chain,Long-chain,,Secreted,MKT,10,TR,Austrelaps_labialis
B2BRR4,Long-chain,Long-chain,,Secreted,MKT,10,TR,Austrelaps_labialis
B2BRR5,Long-chain,Long-chain,,Secreted,MKT,10,TR,Austrelaps_labialis
B2BRR6,Long-chain,Long-chain,,Secreted,MKT,10,TR,Austrelaps_labialis
B2BRR7,Long-chain,Long-chain,,Secreted,MRT,10,TR,Austrelaps_labialis
B2BRR8,Long-chain,Long-chain,,Secreted,MKT,10,TR,Austrelaps_labialis
B2BRS1,Long-chain,Long-chain,,Secreted,MKT,10,TR,Austrelaps_labialis
A8S6B0,Long-chain,Long-chain,,Secreted,MKT,10,SP,Austrelaps_superbus
A8S6A4,Short-chain,Short-chain,,Secreted,MKT,9,SP,Austrelaps_superbus
R4FJH6,Long-chain,Long-chain,,Secreted,MKT,10,TR,Brachyurophis_roperi
R4G2Q9,Long-chain,Long-chain,,Secreted,MKT,10,TR,Brachyurophis_roperi
R4G2E5,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,10,TR,Brachyurophis_roperi
R4G7F4,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,10,TR,Brachyurophis_roperi
R4FJG1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Brachyurophis_roperi
R4G2E3,Short-chain,Short-chain,,Secreted,MKT,8,TR,Brachyurophis_roperi
R4G2Q5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Brachyurophis_roperi
R4G7F3,Short-chain,Short-chain,,Secreted,MKT,8,TR,Brachyurophis_roperi
A1IVR8,Long-chain,Long-chain,,Secreted,,10,SP,Bungarus_candidus
A1IVR9,Long-chain,Long-chain,,Secreted,,10,SP,Bungarus_candidus
P85140,Long-chain,Long-chain,,Secreted,,10,SP,Bungarus_candidus
Q8AY55,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10,SP,Bungarus_candidus
Q8AY56,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10,SP,Bungarus_candidus
P81782,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Bungarus_candidus
P81783,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Bungarus_candidus
Q8AY49,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Bungarus_candidus
Q8AY50,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Bungarus_candidus
Q8AY51,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Bungarus_candidus
P83346,Short-chain,Short-chain,,Secreted,,8,SP,Bungarus_candidus
Q8AY52,Short-chain,Short-chain,,Secreted,MKT,8,SP,Bungarus_candidus
Q8AY53,Short-chain,Short-chain,,Secreted,MKT,8,SP,Bungarus_candidus
P14534,Non-standard,Non-standard,,Secreted,,8,SP,Bungarus_fasciatus
A2CKF6,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Bungarus_fasciatus
A2CKF7,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Bungarus_fasciatus
P0C552,Short-chain,Short-chain,,Secreted,MKT,8,SP,Bungarus_fasciatus
P0C553,Short-chain,Short-chain,,Secreted,MKT,8,SP,Bungarus_fasciatus
P0C554,Short-chain,Short-chain,,Secreted,MKT,8,SP,Bungarus_fasciatus
P0C555,Short-chain,Short-chain,,Secreted,MKT,8,SP,Bungarus_fasciatus
P10808,Short-chain,Short-chain,,Secreted,,8,SP,Bungarus_fasciatus
D5J9Q3,Non-standard,Non-standard,Bungarus non-standard,Secreted,MKT,10,TR,Bungarus_flaviceps
D5J9P6,Plesiotypic,Plesiotypic,,Secreted,MKS,10,TR,Bungarus_flaviceps
D5J9P8,Plesiotypic,Plesiotypic,,Secreted,MKT,10,TR,Bungarus_flaviceps
D5J9Q0,Plesiotypic,Plesiotypic,,Secreted,MKT,10,TR,Bungarus_flaviceps
D5J9P0,Short-chain,Short-chain,,Secreted,MKS,8,TR,Bungarus_flaviceps
D5J9P2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Bungarus_flaviceps
D5J9P3,Short-chain,Short-chain,,Secreted,MKS,8,TR,Bungarus_flaviceps
D5J9P4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Bungarus_flaviceps
P15815,Long-chain,Long-chain,κ-neurotoxin,Secreted,,10,SP,Bungarus_flaviceps_flaviceps
Bmul_scaffold27_G00003_t1,Long-chain,Long-chain,,Secreted,MKT,10,None,Bungarus_multicinctus
Bmul_scaffold35_G00001_t1,Long-chain,Long-chain,,Secreted,MKT,10,None,Bungarus_multicinctus
Bmul_scaffold7_G00815_t1,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10,None,Bungarus_multicinctus
O12961,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10,SP,Bungarus_multicinctus
O12962,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10,SP,Bungarus_multicinctus
P01398,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10,SP,Bungarus_multicinctus
P15816,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10,SP,Bungarus_multicinctus
P15817,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10,SP,Bungarus_multicinctus
P60615,Long-chain,Long-chain,,Secreted,MKT,10,SP,Bungarus_multicinctus
P60616,Long-chain,Long-chain,,Secreted,MKT,10,SP,Bungarus_multicinctus
Bmul_scaffold7_G00802_t1_mka,Non-standard,Non-standard,,Secreted,MKA,9,None,Bungarus_multicinctus
Bmul_scaffold9_G00036_t1,Non-standard,Non-standard,Bungarus non-standard,Secreted,MKT,10,None,Bungarus_multicinctus
Q8JFX7,Non-standard,Non-standard,Muscarinic toxin,Secreted,MKT,10,SP,Bungarus_multicinctus
Q9PW19,Non-standard,Non-standard,Bungarus non-standard,Secreted,MKT,10,SP,Bungarus_multicinctus
Q9YGH0,Non-standard,Non-standard,Bungarus non-standard,Secreted,MKT,10,SP,Bungarus_multicinctus
Bmul_scaffold6_G00174_t1,Plesiotypic,Plesiotypic,,Secreted,MKT,10,None,Bungarus_multicinctus
Bmul_scaffold7_G00790_t1,Plesiotypic,Plesiotypic,,Secreted,MKT,10,None,Bungarus_multicinctus
Bmul_scaffold7_G00803_t1_mka,Plesiotypic,Plesiotypic,,Secreted,MKA,10,None,Bungarus_multicinctus
Bmul_scaffold7_G00819_t1,Plesiotypic,Plesiotypic,,Secreted,MKT,10,None,Bungarus_multicinctus
O12963,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Bungarus_multicinctus
P15818,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Bungarus_multicinctus
Q70WS8,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Bungarus_multicinctus
Q9YGH9,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Bungarus_multicinctus
Q9YGJ0,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Bungarus_multicinctus
Bmul_scaffold7_G00718_t1,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKS,8,None,Bungarus_multicinctus
Bmul_scaffold7_G00807_t1_mka,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,MKA,8,None,Bungarus_multicinctus
Bmul_scaffold7_G00808_t1_mka,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,MKA,8,None,Bungarus_multicinctus
Bmul_scaffold7_G00810_t1,Short-chain,Short-chain,,Secreted,MKT,8,None,Bungarus_multicinctus
Bmul_scaffold7_G00817_t1,Short-chain,Short-chain,,Secreted,MKI,8,None,Bungarus_multicinctus
P43445,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Bungarus_multicinctus
P79688,Short-chain,Short-chain,,Secreted,MKT,8,SP,Bungarus_multicinctus
Q800Y3,Short-chain,Short-chain,,Secreted,MKT,8,SP,Bungarus_multicinctus
Q9W727,Short-chain,Short-chain,,Secreted,MKT,8,SP,Bungarus_multicinctus
Q9YGI8,Short-chain,Short-chain,,Secreted,MKT,8,SP,Bungarus_multicinctus
R4G2F2,Long-chain,Long-chain,,Secreted,MKT,10,TR,Cacophis_squamulosus
R4FIB4,Non-standard,Non-standard,,Secreted,MKT,9,TR,Cacophis_squamulosus
R4FIB8,Non-standard,Non-standard,,Secreted,MKT,10,TR,Cacophis_squamulosus
R4G2S0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Cacophis_squamulosus
R4G2S3,Short-chain,Short-chain,,Secreted,MKT,9,TR,Cacophis_squamulosus
A0A898IJN7,Plesiotypic,Plesiotypic,,Secreted,MKS,10,TR,Calliophis_bivirgatus
P0DL82,Short-chain,Short-chain,δ-elapitoxin,Secreted,,8,SP,Calliophis_bivirgatus
A0A898IJU7,Non-standard,Non-standard,,Secreted,MKT,10,TR,Calliophis_bivirgatus
A0A898IJX5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IJZ2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IK11,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IK81,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IKB4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IKH0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IKK6,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IKP8,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IKR2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IKT9,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IKW1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IKZ4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IKZ5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IL04,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IL27,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IL31,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IL54,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IL68,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IL83,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898ILD4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898ILG1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898ILL6,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898ILP2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898ILQ5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898ILU1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IMW8,Non-standard,Non-standard,,Secreted,MKT,10,TR,Calliophis_bivirgatus
A0A898IMX4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IMZ3,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN02,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN07,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN20,Non-standard,Non-standard,,Secreted,MKT,10,TR,Calliophis_bivirgatus
A0A898IN21,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN37,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN41,Short-chain,Short-chain,,Secreted,MKP,8,TR,Calliophis_bivirgatus
A0A898IN56,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN63,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN64,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN70,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN78,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN79,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN91,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IN96,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898INB4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898INK0,Non-standard,Non-standard,,Secreted,MKT,10,TR,Calliophis_bivirgatus
A0A898INL0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898INL5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898INM0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898INM6,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPF7,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPI9,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPK1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPK7,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPL1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPM2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPM8,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPN0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPN2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPN4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPN6,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPP1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A0A898IPP4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Calliophis_bivirgatus
A8HDJ7,Short-chain,Short-chain,,Secreted,MKT,9,SP,Cryptophis_nigrescens
A8HDJ8,Short-chain,Short-chain,,Secreted,MKT,9,SP,Cryptophis_nigrescens
A6MFK4,Long-chain,Long-chain,,Secreted,MKT,10,SP,Demansia_vestigiata
A6MFK5,Non-standard,Non-standard,,Secreted,MKT,9,SP,Demansia_vestigiata
A6MFK6,Short-chain,Short-chain,,Secreted,MKT,9,SP,Demansia_vestigiata
C0HJT4,Non-standard,Non-standard,Potassium channel activator,Secreted,,8,SP,Dendroaspis_angusticeps
P01408,Non-standard,Non-standard,Synergistic toxin,Secreted,,8,SP,Dendroaspis_angusticeps
P01409,Non-standard,Non-standard,Synergistic toxin,Secreted,,8,SP,Dendroaspis_angusticeps
P01410,Non-standard,Non-standard,Synergistic toxin,Secreted,,8,SP,Dendroaspis_angusticeps
P01411,Non-standard,Non-standard,Synergistic toxin,Secreted,,8,SP,Dendroaspis_angusticeps
P81946,Non-standard,Non-standard,Platelet inhibitor,Secreted,,8,SP,Dendroaspis_angusticeps
Dendroaspis_angusticeps_GILR01002080,Non-standard,Non-standard,,Secreted,,11,NCBI,Dendroaspis_angusticeps
Dendroaspis_angusticeps_GILR01002482,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Dendroaspis_angusticeps
C0HJB0,Short-chain,Short-chain,,Secreted,,9,SP,Dendroaspis_angusticeps
P01404,Short-chain,Short-chain,,Secreted,MKT,8,SP,Dendroaspis_angusticeps
P0C1Y9,Short-chain,Short-chain,Acetylcholinesterase inhibitor,Secreted,,8,SP,Dendroaspis_angusticeps
P0C1Z0,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_angusticeps
P17696,Short-chain,Short-chain,,Secreted,MKT,9,SP,Dendroaspis_angusticeps
P18328,Short-chain,Short-chain,Muscarinic toxin,Secreted,MKT,8,SP,Dendroaspis_angusticeps
P18329,Short-chain,Short-chain,,Secreted,MKT,8,SP,Dendroaspis_angusticeps
P25684,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_angusticeps
P60234,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8,SP,Dendroaspis_angusticeps
P60237,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8,SP,Dendroaspis_angusticeps
P81030,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8,SP,Dendroaspis_angusticeps
P81031,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8,SP,Dendroaspis_angusticeps
P85092,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8,SP,Dendroaspis_angusticeps
P86419,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8,SP,Dendroaspis_angusticeps
Q8QGR0,Short-chain,Short-chain,Muscarinic toxin,Secreted,MKT,8,SP,Dendroaspis_angusticeps
Q9PSN1,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8,SP,Dendroaspis_angusticeps
DENJA_GHPA01001931.1_C348_130,Non-standard,Non-standard,,Secreted,,11,NCBI,Dendroaspis_jamesoni_jamesoni
Dendroaspis_jamesoni_jamesoni_GHPA01000962,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Dendroaspis_jamesoni_jamesoni
DENJA_GHPA01003912.1_C199_11,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Dendroaspis_jamesoni_jamesoni
DENJA_GHPA01000569.1_C862_620,Short-chain,Short-chain,,Secreted,,8,NCBI,Dendroaspis_jamesoni_jamesoni
DENJA_GHPA01001858.1_C359_156,Short-chain,Short-chain,,Secreted,,9,NCBI,Dendroaspis_jamesoni_jamesoni
DENJA_GHPA01002461.1_C321_136,Non-standard,Non-standard,Dendroaspis basal 8-cysteine,Secreted,,8,NCBI,Dendroaspis_jamesoni_jamesoni
DENJA_GHPA01003914.1_C250_53,Short-chain,Short-chain,,Secreted,,8,NCBI,Dendroaspis_jamesoni_jamesoni
P0DQP2,Short-chain,Short-chain,,Secreted,,9,SP,Dendroaspis_jamesoni_jamesoni
DENJA_GHPB01001397.1_C449_192,Long-chain,Long-chain,,Secreted,,10,NCBI,Dendroaspis_jamesoni_kaimosae
P01393,Long-chain,Long-chain,,Secreted,,10,SP,Dendroaspis_jamesoni_kaimosae
P01407,Non-standard,Non-standard,Synergistic toxin,Secreted,,8,SP,Dendroaspis_jamesoni_kaimosae
P01413,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8,SP,Dendroaspis_jamesoni_kaimosae
P28375,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8,SP,Dendroaspis_jamesoni_kaimosae
P25682,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Dendroaspis_jamesoni_kaimosae
DENJA_GHPB01001432.1_C457_203,Short-chain,Short-chain,,Secreted,,8,NCBI,Dendroaspis_jamesoni_kaimosae
DENJA_GHPB01001482.1_C448_212,Short-chain,Short-chain,,Secreted,,8,NCBI,Dendroaspis_jamesoni_kaimosae
DENJA_GHPB01001485.1_C349_161,Non-standard,Non-standard,Dendroaspis basal 8-cysteine,Secreted,,8,NCBI,Dendroaspis_jamesoni_kaimosae
DENJA_GHPB01001718.1_C417_160,Short-chain,Short-chain,,Secreted,,8,NCBI,Dendroaspis_jamesoni_kaimosae
P01406,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_jamesoni_kaimosae
P01417,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_jamesoni_kaimosae
P01419,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_jamesoni_kaimosae
P25683,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_jamesoni_kaimosae
Dendroaspis_polylepis_T2720,Plesiotypic,Plesiotypic,,Secreted,,10,None,Dendroaspis_polylepis
C0HJD7,Long-chain,Long-chain,,Secreted,,10,SP,Dendroaspis_polylepis_polylepis
P01396,Long-chain,Long-chain,,Secreted,,10,SP,Dendroaspis_polylepis_polylepis
P01397,Long-chain,Long-chain,,Secreted,,10,SP,Dendroaspis_polylepis_polylepis
P25667,Long-chain,Long-chain,,Secreted,,10,SP,Dendroaspis_polylepis_polylepis
A0A4P1LYC9,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_polylepis_polylepis
P01414,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_polylepis_polylepis
P01416,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_polylepis_polylepis
P0DKR6,Short-chain,Short-chain,Block ASICs,Secreted,MKT,8,SP,Dendroaspis_polylepis_polylepis
P0DKS3,Short-chain,Short-chain,Block ASICs,Secreted,,8,SP,Dendroaspis_polylepis_polylepis
P22947,Short-chain,Short-chain,Blockage of L-type CaV,Secreted,,8,SP,Dendroaspis_polylepis_polylepis
P25518,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8,SP,Dendroaspis_polylepis_polylepis
P25681,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_polylepis_polylepis
P80494,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8,SP,Dendroaspis_polylepis_polylepis
P80495,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8,SP,Dendroaspis_polylepis_polylepis
DENVI_GHPC01001205.1_C457_203,Long-chain,Long-chain,,Secreted,,10,NCBI,Dendroaspis_viridis
DENVI_GHPC01001404.1_C400_188,Long-chain,Long-chain,,Secreted,,10,NCBI,Dendroaspis_viridis
P01394,Long-chain,Long-chain,,Secreted,,10,SP,Dendroaspis_viridis
P01395,Long-chain,Long-chain,,Secreted,,10,SP,Dendroaspis_viridis
DENVI_GHPC01000299.1_C401_210,Non-standard,Non-standard,,Secreted,,10,NCBI,Dendroaspis_viridis
DENVI_GHPC01000454.1_C741_505,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8,NCBI,Dendroaspis_viridis
DENVI_GHPC01002163.1_C239_108,Non-standard,Non-standard,,Secreted,,6,NCBI,Dendroaspis_viridis
DENVI_GHPC01002751.1_C265_29,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8,NCBI,Dendroaspis_viridis
Dendroaspis_viridis_GHPC01002050,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Dendroaspis_viridis
Dendroaspis_viridis_GHPC01002196,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Dendroaspis_viridis
DENVI_GHPC01002119.1_C301_116,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Dendroaspis_viridis
DENVI_GHPC01000122.1_C1190_987,Short-chain,Short-chain,,Secreted,,9,NCBI,Dendroaspis_viridis
DENVI_GHPC01000454.1_C275_21,Short-chain,Short-chain,,Secreted,,9,NCBI,Dendroaspis_viridis
DENVI_GHPC01000776.1_C544_326,Short-chain,Short-chain,,Secreted,,9,NCBI,Dendroaspis_viridis
DENVI_GHPC01000912.1_C482_285,Short-chain,Short-chain,,Secreted,,9,NCBI,Dendroaspis_viridis
DENVI_GHPC01001280.1_C467_210,Short-chain,Short-chain,,Secreted,,8,NCBI,Dendroaspis_viridis
DENVI_GHPC01001446.1_C417_214,Short-chain,Short-chain,,Secreted,,9,NCBI,Dendroaspis_viridis
DENVI_GHPC01001450.1_C441_235,Short-chain,Short-chain,,Secreted,,9,NCBI,Dendroaspis_viridis
DENVI_GHPC01001497.1_C400_161,Short-chain,Short-chain,,Secreted,,8,NCBI,Dendroaspis_viridis
DENVI_GHPC01001754.1_C391_149,Short-chain,Short-chain,,Secreted,,8,NCBI,Dendroaspis_viridis
DENVI_GHPC01001797.1_C357_163,Short-chain,Short-chain,,Secreted,,8,NCBI,Dendroaspis_viridis
DENVI_GHPC01002655.1_C305_51,Short-chain,Short-chain,,Secreted,,8,NCBI,Dendroaspis_viridis
DENVI_GHPC01002805.1_C272_78,Short-chain,Short-chain,,Secreted,,9,NCBI,Dendroaspis_viridis
DENVI_GHPC01003084.1_C271_53,Non-standard,Non-standard,,Secreted,,10,NCBI,Dendroaspis_viridis
DENVI_GHPC01003265.1_C223_17,Short-chain,Short-chain,,Secreted,,9,NCBI,Dendroaspis_viridis
P01405,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_viridis
P01418,Short-chain,Short-chain,,Secreted,,8,SP,Dendroaspis_viridis
R4G2F6,Long-chain,Long-chain,,Secreted,MKT,10,TR,Denisonia_devisi
R4G2T5,Long-chain,Long-chain,,Secreted,MKT,10,TR,Denisonia_devisi
R4G7G5,Long-chain,Long-chain,,Secreted,MKT,10,TR,Denisonia_devisi
F8J2B3,Long-chain,Long-chain,,Secreted,MKT,10,SP,Drysdalia_coronoides
F8J2D7,Long-chain,Long-chain,,Secreted,MKT,10,SP,Drysdalia_coronoides
F8J2E1,Long-chain,Long-chain,,Secreted,MKT,10,SP,Drysdalia_coronoides
F8J2E2,Long-chain,Long-chain,,Secreted,MKT,10,SP,Drysdalia_coronoides
F8J2E5,Long-chain,Long-chain,,Secreted,MKT,10,SP,Drysdalia_coronoides
F8J2E6,Long-chain,Long-chain,,Secreted,MKT,10,SP,Drysdalia_coronoides
F8J2F2,Long-chain,Long-chain,,Secreted,MKT,10,SP,Drysdalia_coronoides
F8J2D8,Non-standard,Non-standard,,Secreted,MKT,11,TR,Drysdalia_coronoides
F8J2D9,Long-chain,Long-chain,,Secreted,MKT,10,TR,Drysdalia_coronoides
F8J2E7,Long-chain,Long-chain,,Secreted,MKT,10,TR,Drysdalia_coronoides
F8J2E9,Long-chain,Long-chain,,Secreted,MKT,10,TR,Drysdalia_coronoides
F8J2F0,Long-chain,Long-chain,,Secreted,MKT,10,TR,Drysdalia_coronoides
F8J2F1,Long-chain,Long-chain,,Secreted,MKT,10,TR,Drysdalia_coronoides
F8J2D6,Non-standard,Non-standard,,Secreted,MKT,9,TR,Drysdalia_coronoides
F8J2E3,Non-standard,Non-standard,,Secreted,MKT,9,TR,Drysdalia_coronoides
F8J2E8,Non-standard,Non-standard,,Secreted,MKT,9,TR,Drysdalia_coronoides
F8J2G7,Non-standard,Non-standard,,Secreted,MKT,7,TR,Drysdalia_coronoides
F8J2G3,Short-chain,Short-chain,,Secreted,MKT,8,SP,Drysdalia_coronoides
F8J2G5,Short-chain,Short-chain,,Secreted,MKT,8,SP,Drysdalia_coronoides
F8QZ63,Short-chain,Short-chain,,Secreted,MKT,8,TR,Drysdalia_coronoides
R4FJQ3,Long-chain,Long-chain,,Secreted,MKT,10,TR,Echiopsis_curta
R4G2U8,Long-chain,Long-chain,,Secreted,MKT,10,TR,Echiopsis_curta
R4G7H1,Long-chain,Long-chain,,Secreted,MKT,10,TR,Echiopsis_curta
R4G2G8,Long-chain,Long-chain,,Secreted,MKT,10,TR,Furina_ornata
R4G2G9,Long-chain,Long-chain,,Secreted,MKT,10,TR,Furina_ornata
R4G2W0,Long-chain,Long-chain,,Secreted,MKT,10,TR,Furina_ornata
R4FJR7,Short-chain,Short-chain,,Secreted,MKT,8,TR,Furina_ornata
