identifier,group,major_group,sub_group,membran_prediction,seq_start,number_cysteines
TR|B2BRR3|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
TR|B2BRR4|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
TR|B2BRR5|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
TR|B2BRR6|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
TR|B2BRR7|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MRT,10
TR|B2BRR8|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
TR|B2BRS1|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
SP|A8S6B0|Austrelaps_superbus,Long-chain,Long-chain,,Secreted,MKT,10
SP|A8S6A4|Austrelaps_superbus,Short-chain,Short-chain,,Secreted,MKT,9
TR|R4FJH6|Brachyurophis_roperi,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2Q9|Brachyurophis_roperi,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2E5|Brachyurophis_roperi,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,10
TR|R4G7F4|Brachyurophis_roperi,Non-standard,Non-standard,Australian long-chain reversion,Secreted,MKT,10
TR|R4FJG1|Brachyurophis_roperi,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G2E3|Brachyurophis_roperi,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G2Q5|Brachyurophis_roperi,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G7F3|Brachyurophis_roperi,Short-chain,Short-chain,,Secreted,MKT,8
SP|A1IVR8|Bungarus_candidus,Long-chain,Long-chain,,Secreted,,10
SP|A1IVR9|Bungarus_candidus,Long-chain,Long-chain,,Secreted,,10
SP|P85140|Bungarus_candidus,Long-chain,Long-chain,,Secreted,,10
SP|Q8AY55|Bungarus_candidus,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10
SP|Q8AY56|Bungarus_candidus,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10
SP|P81782|Bungarus_candidus,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P81783|Bungarus_candidus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|Q8AY49|Bungarus_candidus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|Q8AY50|Bungarus_candidus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|Q8AY51|Bungarus_candidus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|P83346|Bungarus_candidus,Short-chain,Short-chain,,Secreted,,8
SP|Q8AY52|Bungarus_candidus,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q8AY53|Bungarus_candidus,Short-chain,Short-chain,,Secreted,MKT,8
SP|P14534|Bungarus_fasciatus,Non-standard,Non-standard,,Secreted,,8
SP|A2CKF6|Bungarus_fasciatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|A2CKF7|Bungarus_fasciatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|P0C552|Bungarus_fasciatus,Short-chain,Short-chain,,Secreted,MKT,8
SP|P0C553|Bungarus_fasciatus,Short-chain,Short-chain,,Secreted,MKT,8
SP|P0C554|Bungarus_fasciatus,Short-chain,Short-chain,,Secreted,MKT,8
SP|P0C555|Bungarus_fasciatus,Short-chain,Short-chain,,Secreted,MKT,8
SP|P10808|Bungarus_fasciatus,Short-chain,Short-chain,,Secreted,,8
TR|D5J9Q3|Bungarus_flaviceps,Non-standard,Non-standard,Bungarus non-standard,Secreted,MKT,10
TR|D5J9P6|Bungarus_flaviceps,Plesiotypic,Plesiotypic,,Secreted,MKS,10
TR|D5J9P8|Bungarus_flaviceps,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|D5J9Q0|Bungarus_flaviceps,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|D5J9P0|Bungarus_flaviceps,Short-chain,Short-chain,,Secreted,MKS,8
TR|D5J9P2|Bungarus_flaviceps,Short-chain,Short-chain,,Secreted,MKT,8
TR|D5J9P3|Bungarus_flaviceps,Short-chain,Short-chain,,Secreted,MKS,8
TR|D5J9P4|Bungarus_flaviceps,Short-chain,Short-chain,,Secreted,MKT,8
SP|P15815|Bungarus_flaviceps_flaviceps,Long-chain,Long-chain,κ-neurotoxin,Secreted,,10
None|Bmul_scaffold27_G00003_t1|Bungarus_multicinctus,Long-chain,Long-chain,,Secreted,MKT,10
None|Bmul_scaffold35_G00001_t1|Bungarus_multicinctus,Long-chain,Long-chain,,Secreted,MKT,10
None|Bmul_scaffold7_G00815_t1|Bungarus_multicinctus,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10
SP|O12961|Bungarus_multicinctus,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10
SP|O12962|Bungarus_multicinctus,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10
SP|P01398|Bungarus_multicinctus,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10
SP|P15816|Bungarus_multicinctus,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10
SP|P15817|Bungarus_multicinctus,Long-chain,Long-chain,κ-neurotoxin,Secreted,MKT,10
SP|P60615|Bungarus_multicinctus,Long-chain,Long-chain,,Secreted,MKT,10
SP|P60616|Bungarus_multicinctus,Long-chain,Long-chain,,Secreted,MKT,10
None|Bmul_scaffold7_G00802_t1_mka|Bungarus_multicinctus,Non-standard,Non-standard,,Secreted,MKA,9
None|Bmul_scaffold9_G00036_t1|Bungarus_multicinctus,Non-standard,Non-standard,Bungarus non-standard,Secreted,MKT,10
SP|Q8JFX7|Bungarus_multicinctus,Non-standard,Non-standard,Muscarinic toxin,Secreted,MKT,10
SP|Q9PW19|Bungarus_multicinctus,Non-standard,Non-standard,Bungarus non-standard,Secreted,MKT,10
SP|Q9YGH0|Bungarus_multicinctus,Non-standard,Non-standard,Bungarus non-standard,Secreted,MKT,10
None|Bmul_scaffold6_G00174_t1|Bungarus_multicinctus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
None|Bmul_scaffold7_G00790_t1|Bungarus_multicinctus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
None|Bmul_scaffold7_G00803_t1_mka|Bungarus_multicinctus,Plesiotypic,Plesiotypic,,Secreted,MKA,10
None|Bmul_scaffold7_G00819_t1|Bungarus_multicinctus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|O12963|Bungarus_multicinctus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|P15818|Bungarus_multicinctus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|Q70WS8|Bungarus_multicinctus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|Q9YGH9|Bungarus_multicinctus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|Q9YGJ0|Bungarus_multicinctus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
None|Bmul_scaffold7_G00718_t1|Bungarus_multicinctus,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKS,8
None|Bmul_scaffold7_G00807_t1_mka|Bungarus_multicinctus,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,MKA,8
None|Bmul_scaffold7_G00808_t1_mka|Bungarus_multicinctus,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,MKA,8
None|Bmul_scaffold7_G00810_t1|Bungarus_multicinctus,Short-chain,Short-chain,,Secreted,MKT,8
None|Bmul_scaffold7_G00817_t1|Bungarus_multicinctus,Short-chain,Short-chain,,Secreted,MKI,8
SP|P43445|Bungarus_multicinctus,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|P79688|Bungarus_multicinctus,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q800Y3|Bungarus_multicinctus,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q9W727|Bungarus_multicinctus,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q9YGI8|Bungarus_multicinctus,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G2F2|Cacophis_squamulosus,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4FIB4|Cacophis_squamulosus,Non-standard,Non-standard,,Secreted,MKT,9
TR|R4FIB8|Cacophis_squamulosus,Non-standard,Non-standard,,Secreted,MKT,10
TR|R4G2S0|Cacophis_squamulosus,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G2S3|Cacophis_squamulosus,Short-chain,Short-chain,,Secreted,MKT,9
TR|A0A898IJN7|Calliophis_bivirgatus,Plesiotypic,Plesiotypic,,Secreted,MKS,10
SP|P0DL82|Calliophis_bivirgatus,Short-chain,Short-chain,δ-elapitoxin,Secreted,,8
TR|A0A898IJU7|Calliophis_bivirgatus,Non-standard,Non-standard,,Secreted,MKT,10
TR|A0A898IJX5|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IJZ2|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IK11|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IK81|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IKB4|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IKH0|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IKK6|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IKP8|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IKR2|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IKT9|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IKW1|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IKZ4|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IKZ5|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IL04|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IL27|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IL31|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IL54|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IL68|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IL83|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898ILD4|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898ILG1|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898ILL6|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898ILP2|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898ILQ5|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898ILU1|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IMW8|Calliophis_bivirgatus,Non-standard,Non-standard,,Secreted,MKT,10
TR|A0A898IMX4|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IMZ3|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN02|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN07|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN20|Calliophis_bivirgatus,Non-standard,Non-standard,,Secreted,MKT,10
TR|A0A898IN21|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN37|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN41|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKP,8
TR|A0A898IN56|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN63|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN64|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN70|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN78|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN79|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN91|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IN96|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898INB4|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898INK0|Calliophis_bivirgatus,Non-standard,Non-standard,,Secreted,MKT,10
TR|A0A898INL0|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898INL5|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898INM0|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898INM6|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPF7|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPI9|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPK1|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPK7|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPL1|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPM2|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPM8|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPN0|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPN2|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPN4|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPN6|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPP1|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A898IPP4|Calliophis_bivirgatus,Short-chain,Short-chain,,Secreted,MKT,8
SP|A8HDJ7|Cryptophis_nigrescens,Short-chain,Short-chain,,Secreted,MKT,9
SP|A8HDJ8|Cryptophis_nigrescens,Short-chain,Short-chain,,Secreted,MKT,9
SP|A6MFK4|Demansia_vestigiata,Long-chain,Long-chain,,Secreted,MKT,10
SP|A6MFK5|Demansia_vestigiata,Non-standard,Non-standard,,Secreted,MKT,9
SP|A6MFK6|Demansia_vestigiata,Short-chain,Short-chain,,Secreted,MKT,9
SP|C0HJT4|Dendroaspis_angusticeps,Non-standard,Non-standard,Potassium channel activator,Secreted,,8
SP|P01408|Dendroaspis_angusticeps,Non-standard,Non-standard,Synergistic toxin,Secreted,,8
SP|P01409|Dendroaspis_angusticeps,Non-standard,Non-standard,Synergistic toxin,Secreted,,8
SP|P01410|Dendroaspis_angusticeps,Non-standard,Non-standard,Synergistic toxin,Secreted,,8
SP|P01411|Dendroaspis_angusticeps,Non-standard,Non-standard,Synergistic toxin,Secreted,,8
SP|P81946|Dendroaspis_angusticeps,Non-standard,Non-standard,Platelet inhibitor,Secreted,,8
NCBI|Dendroaspis_angusticeps_GILR01002080|Dendroaspis_angusticeps,Non-standard,Non-standard,,Secreted,,11
NCBI|Dendroaspis_angusticeps_GILR01002482|Dendroaspis_angusticeps,Plesiotypic,Plesiotypic,,Secreted,,10
SP|C0HJB0|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,,9
SP|P01404|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,MKT,8
SP|P0C1Y9|Dendroaspis_angusticeps,Short-chain,Short-chain,Acetylcholinesterase inhibitor,Secreted,,8
SP|P0C1Z0|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,,8
SP|P17696|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,MKT,9
SP|P18328|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,MKT,8
SP|P18329|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,MKT,8
SP|P25684|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,,8
SP|P60234|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8
SP|P60237|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8
SP|P81030|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8
SP|P81031|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8
SP|P85092|Dendroaspis_angusticeps,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8
SP|P86419|Dendroaspis_angusticeps,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8
SP|Q8QGR0|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,MKT,8
SP|Q9PSN1|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8
NCBI|DENJA_GHPA01001931.1_C348_130|Dendroaspis_jamesoni_jamesoni,Non-standard,Non-standard,,Secreted,,11
NCBI|Dendroaspis_jamesoni_jamesoni_GHPA01000962|Dendroaspis_jamesoni_jamesoni,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|DENJA_GHPA01003912.1_C199_11|Dendroaspis_jamesoni_jamesoni,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|DENJA_GHPA01000569.1_C862_620|Dendroaspis_jamesoni_jamesoni,Short-chain,Short-chain,,Secreted,,8
NCBI|DENJA_GHPA01001858.1_C359_156|Dendroaspis_jamesoni_jamesoni,Short-chain,Short-chain,,Secreted,,9
NCBI|DENJA_GHPA01002461.1_C321_136|Dendroaspis_jamesoni_jamesoni,Non-standard,Non-standard,Dendroaspis basal 8-cysteine,Secreted,,8
NCBI|DENJA_GHPA01003914.1_C250_53|Dendroaspis_jamesoni_jamesoni,Short-chain,Short-chain,,Secreted,,8
SP|P0DQP2|Dendroaspis_jamesoni_jamesoni,Short-chain,Short-chain,,Secreted,,9
NCBI|DENJA_GHPB01001397.1_C449_192|Dendroaspis_jamesoni_kaimosae,Long-chain,Long-chain,,Secreted,,10
SP|P01393|Dendroaspis_jamesoni_kaimosae,Long-chain,Long-chain,,Secreted,,10
SP|P01407|Dendroaspis_jamesoni_kaimosae,Non-standard,Non-standard,Synergistic toxin,Secreted,,8
SP|P01413|Dendroaspis_jamesoni_kaimosae,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8
SP|P28375|Dendroaspis_jamesoni_kaimosae,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8
SP|P25682|Dendroaspis_jamesoni_kaimosae,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|DENJA_GHPB01001432.1_C457_203|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8
NCBI|DENJA_GHPB01001482.1_C448_212|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8
NCBI|DENJA_GHPB01001485.1_C349_161|Dendroaspis_jamesoni_kaimosae,Non-standard,Non-standard,Dendroaspis basal 8-cysteine,Secreted,,8
NCBI|DENJA_GHPB01001718.1_C417_160|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8
SP|P01406|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8
SP|P01417|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8
SP|P01419|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8
SP|P25683|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8
None|Dendroaspis_polylepis_T2720|Dendroaspis_polylepis,Plesiotypic,Plesiotypic,,Secreted,,10
SP|C0HJD7|Dendroaspis_polylepis_polylepis,Long-chain,Long-chain,,Secreted,,10
SP|P01396|Dendroaspis_polylepis_polylepis,Long-chain,Long-chain,,Secreted,,10
SP|P01397|Dendroaspis_polylepis_polylepis,Long-chain,Long-chain,,Secreted,,10
SP|P25667|Dendroaspis_polylepis_polylepis,Long-chain,Long-chain,,Secreted,,10
SP|A0A4P1LYC9|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,,Secreted,,8
SP|P01414|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,,Secreted,,8
SP|P01416|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,,Secreted,,8
SP|P0DKR6|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Block ASICs,Secreted,MKT,8
SP|P0DKS3|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Block ASICs,Secreted,,8
SP|P22947|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Blockage of L-type CaV,Secreted,,8
SP|P25518|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8
SP|P25681|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,,Secreted,,8
SP|P80494|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8
SP|P80495|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8
NCBI|DENVI_GHPC01001205.1_C457_203|Dendroaspis_viridis,Long-chain,Long-chain,,Secreted,,10
NCBI|DENVI_GHPC01001404.1_C400_188|Dendroaspis_viridis,Long-chain,Long-chain,,Secreted,,10
SP|P01394|Dendroaspis_viridis,Long-chain,Long-chain,,Secreted,,10
SP|P01395|Dendroaspis_viridis,Long-chain,Long-chain,,Secreted,,10
NCBI|DENVI_GHPC01000299.1_C401_210|Dendroaspis_viridis,Non-standard,Non-standard,,Secreted,,10
NCBI|DENVI_GHPC01000454.1_C741_505|Dendroaspis_viridis,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8
NCBI|DENVI_GHPC01002163.1_C239_108|Dendroaspis_viridis,Non-standard,Non-standard,,Secreted,,6
NCBI|DENVI_GHPC01002751.1_C265_29|Dendroaspis_viridis,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8
NCBI|Dendroaspis_viridis_GHPC01002050|Dendroaspis_viridis,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Dendroaspis_viridis_GHPC01002196|Dendroaspis_viridis,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|DENVI_GHPC01002119.1_C301_116|Dendroaspis_viridis,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|DENVI_GHPC01000122.1_C1190_987|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9
NCBI|DENVI_GHPC01000454.1_C275_21|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9
NCBI|DENVI_GHPC01000776.1_C544_326|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9
NCBI|DENVI_GHPC01000912.1_C482_285|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9
NCBI|DENVI_GHPC01001280.1_C467_210|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8
NCBI|DENVI_GHPC01001446.1_C417_214|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9
NCBI|DENVI_GHPC01001450.1_C441_235|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9
NCBI|DENVI_GHPC01001497.1_C400_161|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8
NCBI|DENVI_GHPC01001754.1_C391_149|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8
NCBI|DENVI_GHPC01001797.1_C357_163|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8
NCBI|DENVI_GHPC01002655.1_C305_51|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8
NCBI|DENVI_GHPC01002805.1_C272_78|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9
NCBI|DENVI_GHPC01003084.1_C271_53|Dendroaspis_viridis,Non-standard,Non-standard,,Secreted,,10
NCBI|DENVI_GHPC01003265.1_C223_17|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9
SP|P01405|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8
SP|P01418|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8
TR|R4G2F6|Denisonia_devisi,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2T5|Denisonia_devisi,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G7G5|Denisonia_devisi,Long-chain,Long-chain,,Secreted,MKT,10
SP|F8J2B3|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
SP|F8J2D7|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
SP|F8J2E1|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
SP|F8J2E2|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
SP|F8J2E5|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
SP|F8J2E6|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
SP|F8J2F2|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
TR|F8J2D8|Drysdalia_coronoides,Non-standard,Non-standard,,Secreted,MKT,11
TR|F8J2D9|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
TR|F8J2E7|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
TR|F8J2E9|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
TR|F8J2F0|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
TR|F8J2F1|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10
TR|F8J2D6|Drysdalia_coronoides,Non-standard,Non-standard,,Secreted,MKT,9
TR|F8J2E3|Drysdalia_coronoides,Non-standard,Non-standard,,Secreted,MKT,9
TR|F8J2E8|Drysdalia_coronoides,Non-standard,Non-standard,,Secreted,MKT,9
TR|F8J2G7|Drysdalia_coronoides,Non-standard,Non-standard,,Secreted,MKT,7
SP|F8J2G3|Drysdalia_coronoides,Short-chain,Short-chain,,Secreted,MKT,8
SP|F8J2G5|Drysdalia_coronoides,Short-chain,Short-chain,,Secreted,MKT,8
TR|F8QZ63|Drysdalia_coronoides,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4FJQ3|Echiopsis_curta,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2U8|Echiopsis_curta,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G7H1|Echiopsis_curta,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2G8|Furina_ornata,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2G9|Furina_ornata,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2W0|Furina_ornata,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4FJR7|Furina_ornata,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G2G6|Furina_ornata,Short-chain,Short-chain,,Secreted,MKT,8
TR|R4G2G7|Furina_ornata,Short-chain,Short-chain,,Secreted,MKT,8
